file,engine,runs,energy_uj,real_sec,user_sec,sys_sec
fasta.js,quickjs-0.1.0,9,79009014,4.24,4.22,0.01
fasta.js,xs,9,46545230,2.50,2.18,0.31
fasta.js,xs-5.3.0,9,51434377,2.73,2.40,0.32
fasta.js,xs-4.3.4,9,49096492,2.55,2.34,0.21
mandelbrot-2.js,v8,9,1232114,0.06,0.05,0.01
mandelbrot-2.js,v8-13.3.404,9,1214963,0.06,0.05,0.01
mandelbrot-2.js,v8-12.2.149,9,1231137,0.06,0.05,0.01
mandelbrot-2.js,sm-146.0,9,1024656,0.05,0.04,0.00
mandelbrot-2.js,sm-127.0,9,1065732,0.05,0.05,0.00
mandelbrot-2.js,sm-114.0.1,9,1027585,0.05,0.04,0.00
mandelbrot-2.js,jsc,9,1320859,0.07,0.06,0.00
mandelbrot-2.js,graaljs,9,6299422,0.34,0.28,0.05
mandelbrot-2.js,graaljs-24.1.1,9,6096420,0.32,0.27,0.05
mandelbrot-2.js,graaljs-23.0.2,9,6373336,0.34,0.28,0.06
mandelbrot-2.js,hermes,9,4173756,0.22,0.21,0.01
mandelbrot-2.js,hermes-0.12.0,9,3974721,0.21,0.19,0.01
mandelbrot-2.js,qjs,9,24390989,1.30,1.29,0.00
mandelbrot-2.js,quickjs-0.7.0,9,22404911,1.19,1.18,0.01
mandelbrot-2.js,quickjs-0.1.0,9,18677137,0.98,0.96,0.02
mandelbrot-2.js,xs,9,32930458,1.77,1.57,0.20
mandelbrot-2.js,xs-5.3.0,9,37002590,1.94,1.73,0.20
mandelbrot-2.js,xs-4.3.4,9,36970487,1.99,1.79,0.19
mandelbrot-8.js,v8,9,1117490,0.06,0.04,0.01
mandelbrot-8.js,v8-13.3.404,9,1304867,0.07,0.05,0.01
mandelbrot-8.js,v8-12.2.149,9,1162594,0.06,0.05,0.01
mandelbrot-8.js,sm-146.0,9,1042844,0.05,0.04,0.00
mandelbrot-8.js,sm-127.0,9,1052060,0.05,0.05,0.00
mandelbrot-8.js,sm-114.0.1,9,1062559,0.05,0.04,0.00
mandelbrot-8.js,jsc,9,1461666,0.08,0.07,0.00
mandelbrot-8.js,graaljs,9,6048508,0.32,0.28,0.04
mandelbrot-8.js,graaljs-24.1.1,9,6071701,0.32,0.26,0.05
mandelbrot-8.js,graaljs-23.0.2,9,6464888,0.34,0.27,0.06
mandelbrot-8.js,hermes,9,4366017,0.24,0.22,0.01
mandelbrot-8.js,hermes-0.12.0,9,4169301,0.22,0.20,0.01
mandelbrot-8.js,qjs,9,22984682,1.22,1.21,0.01
mandelbrot-8.js,quickjs-0.7.0,9,19339245,1.03,1.00,0.02
mandelbrot-8.js,quickjs-0.1.0,9,17068865,0.91,0.89,0.01
mandelbrot-8.js,xs,9,37215115,2.00,1.80,0.20
mandelbrot-8.js,xs-5.3.0,9,41375139,2.22,2.01,0.20
mandelbrot-8.js,xs-4.3.4,9,41575211,2.23,2.03,0.20
mandelbrot.js,v8,9,1147824,0.06,0.04,0.01
mandelbrot.js,v8-13.3.404,9,1262264,0.06,0.05,0.01
mandelbrot.js,v8-12.2.149,9,1122922,0.06,0.04,0.01
mandelbrot.js,sm-146.0,9,1033079,0.05,0.04,0.00
mandelbrot.js,sm-127.0,9,1039792,0.05,0.04,0.00
mandelbrot.js,sm-114.0.1,9,1042051,0.05,0.04,0.00
mandelbrot.js,jsc,9,1213803,0.06,0.05,0.00
mandelbrot.js,graaljs,9,6040756,0.32,0.28,0.04
mandelbrot.js,graaljs-24.1.1,9,6123642,0.33,0.28,0.04
mandelbrot.js,graaljs-23.0.2,9,6411117,0.34,0.28,0.05
mandelbrot.js,hermes,9,4360950,0.23,0.22,0.01
mandelbrot.js,hermes-0.12.0,9,4255970,0.23,0.21,0.01
mandelbrot.js,qjs,9,24644346,1.31,1.30,0.00
mandelbrot.js,quickjs-0.7.0,9,22606937,1.20,1.18,0.01
mandelbrot.js,quickjs-0.1.0,9,18665296,0.99,0.97,0.01
mandelbrot.js,xs,9,34243382,1.84,1.65,0.19
mandelbrot.js,xs-5.3.0,9,37845240,1.98,1.79,0.19
mandelbrot.js,xs-4.3.4,9,38078638,2.04,1.84,0.19
spectral-norm-8.js,v8,9,1973200,0.10,0.09,0.01
spectral-norm-8.js,v8-13.3.404,9,1835750,0.10,0.09,0.01
spectral-norm-8.js,v8-12.2.149,9,1646846,0.08,0.06,0.01
spectral-norm-8.js,sm-146.0,9,4630298,0.24,0.23,0.00
spectral-norm-8.js,sm-127.0,9,6083480,0.33,0.33,0.00
spectral-norm-8.js,sm-114.0.1,9,6067855,0.33,0.33,0.00
spectral-norm-8.js,jsc,9,2487543,0.13,0.12,0.00
spectral-norm-8.js,graaljs,9,20496285,0.94,0.87,0.06
spectral-norm-8.js,graaljs-24.1.1,9,16476215,0.87,0.82,0.05
spectral-norm-8.js,graaljs-23.0.2,9,21886235,1.14,1.06,0.08
spectral-norm-8.js,hermes,9,23870605,1.27,1.23,0.03
spectral-norm-8.js,hermes-0.12.0,9,24768736,1.32,1.29,0.02
spectral-norm-8.js,qjs,9,62846091,3.52,3.51,0.01
spectral-norm-8.js,quickjs-0.7.0,9,41710099,2.21,2.20,0.01
spectral-norm-8.js,quickjs-0.1.0,9,35526581,1.88,1.86,0.02
spectral-norm-8.js,xs,9,65148943,3.44,3.25,0.18
spectral-norm-8.js,xs-5.3.0,9,74880729,3.90,3.70,0.19
spectral-norm-8.js,xs-4.3.4,9,77013719,4.05,3.87,0.18
spectral-norm.js,v8,9,1790339,0.09,0.07,0.01
spectral-norm.js,v8-13.3.404,9,1443416,0.07,0.05,0.01
spectral-norm.js,v8-12.2.149,9,1601681,0.08,0.07,0.01
spectral-norm.js,sm-146.0,9,3796682,0.20,0.19,0.00
spectral-norm.js,sm-127.0,9,5343736,0.31,0.30,0.00
spectral-norm.js,sm-114.0.1,9,5324388,0.31,0.30,0.00
spectral-norm.js,jsc,9,2048701,0.11,0.10,0.00
spectral-norm.js,graaljs,9,17143206,0.92,0.85,0.06
spectral-norm.js,graaljs-24.1.1,9,14834679,0.79,0.73,0.05
spectral-norm.js,graaljs-23.0.2,9,19171643,1.02,0.95,0.07
spectral-norm.js,hermes,9,17799759,0.94,0.93,0.01
spectral-norm.js,hermes-0.12.0,9,18090774,0.96,0.94,0.01
spectral-norm.js,qjs,9,52936144,2.97,2.96,0.01
spectral-norm.js,quickjs-0.7.0,9,29478013,1.57,1.55,0.01
spectral-norm.js,quickjs-0.1.0,9,25424679,1.35,1.33,0.01
spectral-norm.js,xs,9,64044575,3.39,3.19,0.19
spectral-norm.js,xs-5.3.0,9,72930172,3.82,3.61,0.20
spectral-norm.js,xs-4.3.4,9,75509512,3.92,3.71,0.20
binary-trees-7.js,v8,9,700743,0.03,0.01,0.01
binary-trees-7.js,v8-13.3.404,9,660276,0.03,0.02,0.01
binary-trees-7.js,v8-12.2.149,9,623656,0.03,0.01,0.01
binary-trees-7.js,sm-146.0,9,734495,0.03,0.02,0.01
binary-trees-7.js,sm-127.0,9,715757,0.03,0.02,0.00
binary-trees-7.js,sm-114.0.1,9,717222,0.03,0.02,0.01
binary-trees-7.js,jsc,9,926878,0.04,0.02,0.01
binary-trees-7.js,graaljs,9,3947621,0.21,0.16,0.04
binary-trees-7.js,graaljs-24.1.1,9,7061566,0.37,0.30,0.06
binary-trees-7.js,graaljs-23.0.2,9,6836103,0.36,0.30,0.06
binary-trees-7.js,hermes,9,1616573,0.08,0.06,0.02
binary-trees-7.js,hermes-0.12.0,9,1548703,0.08,0.05,0.02
binary-trees-7.js,qjs,9,3825003,0.20,0.18,0.01
binary-trees-7.js,quickjs-0.7.0,9,3912526,0.20,0.18,0.02
binary-trees-7.js,quickjs-0.1.0,9,4133229,0.21,0.17,0.04
binary-trees-7.js,xs,9,7043928,0.39,0.18,0.20
binary-trees-7.js,xs-5.3.0,9,7301984,0.40,0.21,0.19
binary-trees-7.js,xs-4.3.4,9,7308391,0.40,0.20,0.20
fannkuch-redux.js,v8,9,1081906,0.05,0.04,0.01
fannkuch-redux.js,v8-13.3.404,9,979184,0.05,0.03,0.01
fannkuch-redux.js,v8-12.2.149,9,1078489,0.05,0.04,0.01
fannkuch-redux.js,sm-146.0,9,1369381,0.07,0.06,0.00
fannkuch-redux.js,sm-127.0,9,1633113,0.08,0.07,0.00
fannkuch-redux.js,sm-114.0.1,9,1690243,0.09,0.08,0.00
fannkuch-redux.js,jsc,9,1322873,0.07,0.06,0.00
fannkuch-redux.js,graaljs,9,26972588,1.44,1.40,0.03
fannkuch-redux.js,graaljs-24.1.1,9,23033999,1.23,1.18,0.04
fannkuch-redux.js,graaljs-23.0.2,9,20458382,1.09,1.02,0.06
fannkuch-redux.js,hermes,9,10406467,0.55,0.53,0.02
fannkuch-redux.js,hermes-0.12.0,9,10141820,0.53,0.52,0.01
fannkuch-redux.js,qjs,9,30111373,1.60,1.59,0.00
fannkuch-redux.js,quickjs-0.7.0,9,24075072,1.28,1.26,0.01
fannkuch-redux.js,quickjs-0.1.0,9,13990870,0.74,0.72,0.02
fannkuch-redux.js,xs,9,34196018,1.84,1.65,0.19
fannkuch-redux.js,xs-5.3.0,9,37780421,2.03,1.84,0.19
fannkuch-redux.js,xs-4.3.4,9,37828028,2.04,1.84,0.19
fasta-8.js,v8,9,2444513,0.13,0.11,0.01
fasta-8.js,v8-13.3.404,9,2212031,0.12,0.10,0.01
fasta-8.js,v8-12.2.149,9,2395257,0.13,0.11,0.01
fasta-8.js,sm-146.0,9,2576837,0.14,0.13,0.00
fasta-8.js,sm-127.0,9,2613640,0.14,0.13,0.00
fasta-8.js,sm-114.0.1,9,2629754,0.14,0.13,0.00
fasta-8.js,jsc,9,2678948,0.14,0.11,0.02
fasta-8.js,graaljs,9,22606144,1.21,1.13,0.07
fasta-8.js,graaljs-24.1.1,9,18642470,0.99,0.92,0.06
fasta-8.js,graaljs-23.0.2,9,18198134,0.97,0.91,0.05
fasta-8.js,hermes,9,11100802,0.60,0.58,0.02
fasta-8.js,hermes-0.12.0,9,10441685,0.57,0.54,0.02
fasta-8.js,qjs,9,30719098,1.65,1.64,0.01
fasta-8.js,quickjs-0.7.0,9,26466058,1.42,1.39,0.02
fasta-8.js,quickjs-0.1.0,9,23574464,1.26,1.24,0.02
fasta-8.js,xs,9,30176620,1.62,1.43,0.19
fasta-8.js,xs-5.3.0,9,36184782,1.95,1.74,0.20
fasta-8.js,xs-4.3.4,9,35320589,1.90,1.69,0.20
fasta.js,v8,9,2221857,0.11,0.10,0.01
fasta.js,v8-13.3.404,9,2195856,0.11,0.10,0.01
fasta.js,v8-12.2.149,9,2413141,0.12,0.11,0.01
fasta.js,sm-146.0,9,2432795,0.12,0.12,0.00
fasta.js,sm-127.0,9,2338190,0.12,0.12,0.00
fasta.js,sm-114.0.1,9,2479120,0.13,0.12,0.00
fasta.js,jsc,9,2449091,0.13,0.12,0.00
fasta.js,graaljs,9,41134965,2.19,2.12,0.06
fasta.js,graaljs-24.1.1,9,45895879,2.44,2.36,0.07
fasta.js,graaljs-23.0.2,9,40684954,2.15,2.05,0.09
fasta.js,hermes,9,13709926,0.73,0.71,0.01
fasta.js,hermes-0.12.0,9,13927150,0.74,0.72,0.01
fasta.js,qjs,9,75466115,4.03,4.02,0.00
fasta.js,quickjs-0.7.0,9,69300359,3.70,3.67,0.02
fasta.js,quickjs-0.1.0,9,79171611,4.24,4.22,0.01
fasta.js,xs,9,46827822,2.51,2.19,0.31
fasta.js,xs-5.3.0,9,51034049,2.72,2.39,0.32
fasta.js,xs-4.3.4,9,48432188,2.58,2.38,0.20
mandelbrot-2.js,v8,9,1155942,0.06,0.05,0.01
mandelbrot-2.js,v8-13.3.404,9,1195920,0.06,0.05,0.01
mandelbrot-2.js,v8-12.2.149,9,1225278,0.06,0.05,0.01
mandelbrot-2.js,sm-146.0,9,1020139,0.05,0.05,0.00
mandelbrot-2.js,sm-127.0,9,1041013,0.05,0.04,0.00
mandelbrot-2.js,sm-114.0.1,9,1031186,0.05,0.04,0.00
mandelbrot-2.js,jsc,9,1325803,0.07,0.06,0.01
mandelbrot-2.js,graaljs,9,5789719,0.31,0.26,0.04
mandelbrot-2.js,graaljs-24.1.1,9,6606490,0.35,0.30,0.04
mandelbrot-2.js,graaljs-23.0.2,9,6444380,0.34,0.28,0.05
mandelbrot-2.js,hermes,9,4165333,0.22,0.21,0.01
mandelbrot-2.js,hermes-0.12.0,9,3965810,0.21,0.19,0.01
mandelbrot-2.js,qjs,9,24406798,1.30,1.29,0.00
mandelbrot-2.js,quickjs-0.7.0,9,22418644,1.19,1.17,0.01
mandelbrot-2.js,quickjs-0.1.0,9,18668409,0.98,0.96,0.02
mandelbrot-2.js,xs,9,32824928,1.76,1.57,0.18
mandelbrot-2.js,xs-5.3.0,9,37237637,1.94,1.74,0.20
mandelbrot-2.js,xs-4.3.4,9,37124905,1.99,1.78,0.20
mandelbrot-8.js,v8,9,1174741,0.06,0.04,0.01
mandelbrot-8.js,v8-13.3.404,9,1297848,0.07,0.06,0.01
mandelbrot-8.js,v8-12.2.149,9,1210141,0.06,0.04,0.01
mandelbrot-8.js,sm-146.0,9,1024167,0.05,0.04,0.00
mandelbrot-8.js,sm-127.0,9,1024289,0.05,0.04,0.01
mandelbrot-8.js,sm-114.0.1,9,1059079,0.05,0.05,0.00
mandelbrot-8.js,jsc,9,1498471,0.08,0.07,0.01
mandelbrot-8.js,graaljs,9,6012130,0.32,0.28,0.03
mandelbrot-8.js,graaljs-24.1.1,9,6328475,0.34,0.29,0.03
mandelbrot-8.js,graaljs-23.0.2,9,6455794,0.34,0.27,0.07
mandelbrot-8.js,hermes,9,4423390,0.24,0.22,0.01
mandelbrot-8.js,hermes-0.12.0,9,4170034,0.22,0.20,0.01
mandelbrot-8.js,qjs,9,22946231,1.22,1.21,0.01
mandelbrot-8.js,quickjs-0.7.0,9,19445384,1.03,1.01,0.02
mandelbrot-8.js,quickjs-0.1.0,9,17069841,0.91,0.89,0.01
mandelbrot-8.js,xs,9,37503566,2.01,1.81,0.19
mandelbrot-8.js,xs-5.3.0,9,42118849,2.22,2.03,0.19
mandelbrot-8.js,xs-4.3.4,9,41915176,2.23,2.03,0.19
mandelbrot.js,v8,9,1151242,0.06,0.05,0.01
mandelbrot.js,v8-13.3.404,9,1235653,0.06,0.05,0.01
mandelbrot.js,v8-12.2.149,9,1127377,0.06,0.04,0.01
mandelbrot.js,sm-146.0,9,1046933,0.05,0.05,0.00
mandelbrot.js,sm-127.0,9,1039426,0.05,0.04,0.00
mandelbrot.js,sm-114.0.1,9,1015866,0.05,0.04,0.00
mandelbrot.js,jsc,9,1222470,0.06,0.05,0.00
mandelbrot.js,graaljs,9,6224593,0.33,0.28,0.04
mandelbrot.js,graaljs-24.1.1,9,6260970,0.33,0.28,0.04
mandelbrot.js,graaljs-23.0.2,9,6387557,0.34,0.26,0.07
mandelbrot.js,hermes,9,4350758,0.23,0.22,0.01
mandelbrot.js,hermes-0.12.0,9,4247608,0.22,0.21,0.01
mandelbrot.js,qjs,9,24699766,1.31,1.30,0.00
mandelbrot.js,quickjs-0.7.0,9,22615359,1.20,1.18,0.02
mandelbrot.js,quickjs-0.1.0,9,18645399,0.99,0.97,0.01
mandelbrot.js,xs,9,34272373,1.84,1.64,0.19
mandelbrot.js,xs-5.3.0,9,38084802,1.99,1.81,0.17
mandelbrot.js,xs-4.3.4,9,38024133,2.03,1.83,0.20
spectral-norm-8.js,v8,9,1975398,0.10,0.09,0.01
spectral-norm-8.js,v8-13.3.404,9,1778377,0.09,0.08,0.01
spectral-norm-8.js,v8-12.2.149,9,1660823,0.08,0.07,0.01
spectral-norm-8.js,sm-146.0,9,4605030,0.24,0.23,0.00
spectral-norm-8.js,sm-127.0,9,6111251,0.33,0.33,0.00
spectral-norm-8.js,sm-114.0.1,9,6064499,0.33,0.32,0.00
spectral-norm-8.js,jsc,9,2433221,0.13,0.12,0.01
spectral-norm-8.js,graaljs,9,15923604,0.84,0.78,0.05
spectral-norm-8.js,graaljs-24.1.1,9,19829723,1.05,0.99,0.05
spectral-norm-8.js,graaljs-23.0.2,9,21924749,1.15,1.07,0.06
spectral-norm-8.js,hermes,9,24022399,1.28,1.25,0.02
spectral-norm-8.js,hermes-0.12.0,9,24693602,1.31,1.28,0.03
spectral-norm-8.js,qjs,9,62868492,3.52,3.51,0.00
spectral-norm-8.js,quickjs-0.7.0,9,41699112,2.21,2.20,0.01
spectral-norm-8.js,quickjs-0.1.0,9,35595185,1.89,1.87,0.01
spectral-norm-8.js,xs,9,66050063,3.46,3.26,0.19
spectral-norm-8.js,xs-5.3.0,9,75337209,3.90,3.70,0.20
spectral-norm-8.js,xs-4.3.4,9,78644635,4.11,3.91,0.20
spectral-norm.js,v8,9,1869197,0.09,0.08,0.01
spectral-norm.js,v8-13.3.404,9,1339413,0.07,0.05,0.01
spectral-norm.js,v8-12.2.149,9,1643916,0.08,0.06,0.01
spectral-norm.js,sm-146.0,9,3813650,0.20,0.19,0.00
spectral-norm.js,sm-127.0,9,5346055,0.31,0.30,0.00
spectral-norm.js,sm-114.0.1,9,5341295,0.31,0.30,0.00
spectral-norm.js,jsc,9,2053339,0.11,0.10,0.00
spectral-norm.js,graaljs,9,16224079,0.87,0.81,0.05
spectral-norm.js,graaljs-24.1.1,9,12110381,0.65,0.59,0.05
spectral-norm.js,graaljs-23.0.2,9,19927134,1.06,0.98,0.06
spectral-norm.js,hermes,9,17635453,0.94,0.92,0.01
spectral-norm.js,hermes-0.12.0,9,18043228,0.96,0.94,0.01
spectral-norm.js,qjs,9,53010789,2.98,2.97,0.00
spectral-norm.js,quickjs-0.7.0,9,29422044,1.57,1.55,0.01
spectral-norm.js,quickjs-0.1.0,9,25303341,1.34,1.32,0.01
spectral-norm.js,xs,9,63417867,3.36,3.16,0.19
spectral-norm.js,xs-5.3.0,9,73349177,3.81,3.61,0.20
spectral-norm.js,xs-4.3.4,9,75454885,3.91,3.71,0.20
binary-trees-7.js,v8,9,729491,0.03,0.02,0.01
binary-trees-7.js,v8-13.3.404,9,657652,0.03,0.01,0.01
binary-trees-7.js,v8-12.2.149,9,639707,0.03,0.01,0.01
binary-trees-7.js,sm-146.0,9,718443,0.03,0.02,0.01
binary-trees-7.js,sm-127.0,9,700804,0.03,0.02,0.00
binary-trees-7.js,sm-114.0.1,9,710997,0.03,0.02,0.00
binary-trees-7.js,jsc,9,931944,0.04,0.02,0.01
binary-trees-7.js,graaljs,9,3924550,0.21,0.16,0.04
binary-trees-7.js,graaljs-24.1.1,9,4557423,0.24,0.19,0.05
binary-trees-7.js,graaljs-23.0.2,9,5164477,0.27,0.20,0.06
binary-trees-7.js,hermes,9,1609676,0.08,0.06,0.01
binary-trees-7.js,hermes-0.12.0,9,1511227,0.08,0.06,0.01
binary-trees-7.js,qjs,9,3855337,0.20,0.18,0.01
binary-trees-7.js,quickjs-0.7.0,9,3912405,0.20,0.18,0.01
binary-trees-7.js,quickjs-0.1.0,9,4112172,0.22,0.18,0.03
binary-trees-7.js,xs,9,7050275,0.39,0.18,0.20
binary-trees-7.js,xs-5.3.0,9,7276410,0.40,0.20,0.20
binary-trees-7.js,xs-4.3.4,9,7337872,0.40,0.21,0.19
fannkuch-redux.js,v8,9,920591,0.04,0.03,0.01
fannkuch-redux.js,v8-13.3.404,9,975827,0.05,0.03,0.01
fannkuch-redux.js,v8-12.2.149,9,1079831,0.05,0.04,0.01
fannkuch-redux.js,sm-146.0,9,1385555,0.07,0.06,0.00
fannkuch-redux.js,sm-127.0,9,1630550,0.08,0.07,0.00
fannkuch-redux.js,sm-114.0.1,9,1689204,0.09,0.08,0.00
fannkuch-redux.js,jsc,9,1284970,0.06,0.05,0.01
fannkuch-redux.js,graaljs,9,23351564,1.24,1.20,0.04
fannkuch-redux.js,graaljs-24.1.1,9,22840396,1.22,1.18,0.03
fannkuch-redux.js,graaljs-23.0.2,9,19741465,1.05,1.00,0.04
fannkuch-redux.js,hermes,9,10428196,0.55,0.53,0.01
fannkuch-redux.js,hermes-0.12.0,9,10103856,0.53,0.52,0.01
fannkuch-redux.js,qjs,9,30254745,1.61,1.60,0.00
fannkuch-redux.js,quickjs-0.7.0,9,24102294,1.28,1.27,0.01
fannkuch-redux.js,quickjs-0.1.0,9,14010280,0.74,0.73,0.01
fannkuch-redux.js,xs,9,34305149,1.85,1.65,0.19
fannkuch-redux.js,xs-5.3.0,9,37902674,2.04,1.85,0.18
fannkuch-redux.js,xs-4.3.4,9,37897119,2.04,1.83,0.20
fasta-8.js,v8,9,2308710,0.12,0.10,0.01
fasta-8.js,v8-13.3.404,9,2182856,0.11,0.10,0.01
fasta-8.js,v8-12.2.149,9,2406000,0.13,0.11,0.01
fasta-8.js,sm-146.0,9,2566094,0.14,0.13,0.00
fasta-8.js,sm-127.0,9,2574761,0.14,0.13,0.00
fasta-8.js,sm-114.0.1,9,2663811,0.14,0.13,0.01
fasta-8.js,jsc,9,2647882,0.14,0.12,0.02
fasta-8.js,graaljs,9,21569159,1.15,1.09,0.05
fasta-8.js,graaljs-24.1.1,9,18804517,1.00,0.94,0.05
fasta-8.js,graaljs-23.0.2,9,15364890,0.81,0.74,0.07
fasta-8.js,hermes,9,11031466,0.60,0.57,0.03
fasta-8.js,hermes-0.12.0,9,10455967,0.57,0.53,0.03
fasta-8.js,qjs,9,30772687,1.65,1.64,0.00
fasta-8.js,quickjs-0.7.0,9,26495721,1.42,1.39,0.02
fasta-8.js,quickjs-0.1.0,9,23492676,1.26,1.24,0.01
fasta-8.js,xs,9,30285384,1.63,1.44,0.19
fasta-8.js,xs-5.3.0,9,36095550,1.94,1.76,0.18
fasta-8.js,xs-4.3.4,9,35383760,1.90,1.70,0.19
fasta.js,v8,9,2221308,0.11,0.10,0.01
fasta.js,v8-13.3.404,9,2208308,0.11,0.10,0.01
fasta.js,v8-12.2.149,9,2444208,0.12,0.11,0.01
fasta.js,sm-146.0,9,2414727,0.12,0.11,0.01
fasta.js,sm-127.0,9,2347528,0.12,0.12,0.00
fasta.js,sm-114.0.1,9,2385370,0.13,0.12,0.00
fasta.js,jsc,9,2527886,0.13,0.12,0.00
fasta.js,graaljs,9,41574906,2.22,2.14,0.07
fasta.js,graaljs-24.1.1,9,44336373,2.36,2.28,0.07
fasta.js,graaljs-23.0.2,9,42784742,2.28,2.17,0.10
fasta.js,hermes,9,13704311,0.73,0.71,0.01
fasta.js,hermes-0.12.0,9,13896754,0.74,0.72,0.01
fasta.js,qjs,9,74994620,4.03,4.03,0.00
fasta.js,quickjs-0.7.0,9,69040228,3.70,3.67,0.02
fasta.js,quickjs-0.1.0,9,79080363,4.24,4.22,0.01
fasta.js,xs,9,46541141,2.50,2.20,0.29
fasta.js,xs-5.3.0,9,51378408,2.74,2.43,0.30
fasta.js,xs-4.3.4,9,47986999,2.57,2.37,0.19
mandelbrot-2.js,v8,9,1133420,0.06,0.04,0.01
mandelbrot-2.js,v8-13.3.404,9,1195188,0.06,0.05,0.01
mandelbrot-2.js,v8-12.2.149,9,1202267,0.06,0.04,0.01
mandelbrot-2.js,sm-146.0,9,1037290,0.05,0.04,0.00
mandelbrot-2.js,sm-127.0,9,1031553,0.05,0.05,0.00
mandelbrot-2.js,sm-114.0.1,9,1033018,0.05,0.04,0.00
mandelbrot-2.js,jsc,9,1345638,0.07,0.06,0.00
mandelbrot-2.js,graaljs,9,6312118,0.34,0.29,0.04
mandelbrot-2.js,graaljs-24.1.1,9,5993332,0.32,0.27,0.04
mandelbrot-2.js,graaljs-23.0.2,9,6428878,0.34,0.27,0.06
mandelbrot-2.js,hermes,9,4154591,0.22,0.21,0.01
mandelbrot-2.js,hermes-0.12.0,9,3959218,0.21,0.19,0.01
mandelbrot-2.js,qjs,9,24398009,1.30,1.29,0.00
mandelbrot-2.js,quickjs-0.7.0,9,22416508,1.19,1.18,0.01
mandelbrot-2.js,quickjs-0.1.0,9,18754347,0.99,0.97,0.02
mandelbrot-2.js,xs,9,32776893,1.76,1.56,0.19
mandelbrot-2.js,xs-5.3.0,9,37058132,1.96,1.76,0.19
mandelbrot-2.js,xs-4.3.4,9,36951444,1.98,1.80,0.18
mandelbrot-8.js,v8,9,1224973,0.06,0.05,0.01
mandelbrot-8.js,v8-13.3.404,9,1306027,0.07,0.05,0.01
mandelbrot-8.js,v8-12.2.149,9,1203916,0.06,0.05,0.01
mandelbrot-8.js,sm-146.0,9,1039060,0.05,0.04,0.00
mandelbrot-8.js,sm-127.0,9,1038327,0.05,0.04,0.00
mandelbrot-8.js,sm-114.0.1,9,1033932,0.05,0.04,0.00
mandelbrot-8.js,jsc,9,1490475,0.08,0.07,0.00
mandelbrot-8.js,graaljs,9,4517505,0.24,0.20,0.03
mandelbrot-8.js,graaljs-24.1.1,9,6054428,0.33,0.27,0.04
mandelbrot-8.js,graaljs-23.0.2,9,6526168,0.34,0.29,0.05
mandelbrot-8.js,hermes,9,4363636,0.24,0.22,0.01
mandelbrot-8.js,hermes-0.12.0,9,4150136,0.22,0.20,0.01
mandelbrot-8.js,qjs,9,22965945,1.22,1.21,0.00
mandelbrot-8.js,quickjs-0.7.0,9,19336681,1.03,1.01,0.02
mandelbrot-8.js,quickjs-0.1.0,9,17086382,0.91,0.89,0.02
mandelbrot-8.js,xs,9,37612330,2.02,1.83,0.19
mandelbrot-8.js,xs-5.3.0,9,41646194,2.23,2.04,0.18
mandelbrot-8.js,xs-4.3.4,9,41327836,2.22,2.03,0.19
mandelbrot.js,v8,9,1165402,0.06,0.04,0.01
mandelbrot.js,v8-13.3.404,9,1238949,0.06,0.05,0.01
mandelbrot.js,v8-12.2.149,9,1145749,0.06,0.04,0.01
mandelbrot.js,sm-146.0,9,1036801,0.05,0.04,0.00
mandelbrot.js,sm-127.0,9,1045041,0.05,0.04,0.00
mandelbrot.js,sm-114.0.1,9,1042905,0.05,0.05,0.00
mandelbrot.js,jsc,9,1209408,0.06,0.05,0.00
mandelbrot.js,graaljs,9,6023239,0.32,0.28,0.03
mandelbrot.js,graaljs-24.1.1,9,6111862,0.32,0.28,0.04
mandelbrot.js,graaljs-23.0.2,9,6441512,0.34,0.27,0.06
mandelbrot.js,hermes,9,4359180,0.23,0.22,0.01
mandelbrot.js,hermes-0.12.0,9,4072316,0.22,0.20,0.01
mandelbrot.js,qjs,9,24654600,1.31,1.30,0.00
mandelbrot.js,quickjs-0.7.0,9,22626773,1.20,1.18,0.01
mandelbrot.js,quickjs-0.1.0,9,18645887,0.99,0.97,0.01
mandelbrot.js,xs,9,33909764,1.82,1.63,0.18
mandelbrot.js,xs-5.3.0,9,37959315,1.99,1.79,0.20
mandelbrot.js,xs-4.3.4,9,38229272,2.03,1.82,0.21
spectral-norm-8.js,v8,9,1959345,0.10,0.09,0.01
spectral-norm-8.js,v8-13.3.404,9,1817256,0.10,0.08,0.01
spectral-norm-8.js,v8-12.2.149,9,1846798,0.09,0.07,0.01
spectral-norm-8.js,sm-146.0,9,4601490,0.24,0.23,0.00
spectral-norm-8.js,sm-127.0,9,6074936,0.33,0.33,0.00
spectral-norm-8.js,sm-114.0.1,9,6063033,0.33,0.33,0.00
spectral-norm-8.js,jsc,9,2407952,0.13,0.12,0.00
spectral-norm-8.js,graaljs,9,32629738,1.74,1.67,0.06
spectral-norm-8.js,graaljs-24.1.1,9,21246772,1.13,1.07,0.05
spectral-norm-8.js,graaljs-23.0.2,9,24402831,1.28,1.20,0.07
spectral-norm-8.js,hermes,9,24044738,1.28,1.25,0.02
spectral-norm-8.js,hermes-0.12.0,9,24466673,1.30,1.27,0.02
spectral-norm-8.js,qjs,9,62963645,3.52,3.51,0.00
spectral-norm-8.js,quickjs-0.7.0,9,41873611,2.22,2.20,0.02
